Tipo de residuo;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
07.1 Residuos de vidrio;Total Nacional;06 Cantabria;2012;10.281
07.1 Residuos de vidrio;Total Nacional;06 Cantabria;2011;10.432
07.1 Residuos de vidrio;Total Nacional;06 Cantabria;2010;10.547
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2021;49.691
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2020;46.868
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2019;50.879
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2018;49.557
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2017;48.353
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2016;44.175
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2015;40.826
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2014;40.857
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2013;40.280
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2012;40.774
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2011;41.676
07.1 Residuos de vidrio;Total Nacional;07 Castilla y León;2010;42.714
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2021;23.205
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2020;15.746
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2019;25.095
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2018;21.350
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2017;21.371
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2016;20.555
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2015;20.630
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2014;20.690
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2013;21.040
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2012;21.061
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2011;21.268
07.1 Residuos de vidrio;Total Nacional;08 Castilla - La Mancha;2010;20.887
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2021;189.716
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2020;183.273
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2019;203.329
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2018;168.197
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2017;182.760
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2016;170.831
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2015;158.878
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2014;162.447
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2013;154.732
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2012;169.191
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2011;180.729
07.1 Residuos de vidrio;Total Nacional;09 Cataluña;2010;186.378
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2021;85.701
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2020;83.548
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2019;89.291
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2018;85.018
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2017;82.770
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2016;82.254
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2015;80.869
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2014;79.025
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2013;80.869
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2012;79.540
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2011;74.444
07.1 Residuos de vidrio;Total Nacional;10 Comunitat Valenciana;2010;77.146
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2021;9.307
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2020;9.254
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2019;9.487
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2018;8.231
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2017;7.943
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2016;9.559
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2015;8.003
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2014;7.156
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2013;8.676
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2012;7.439
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2011;7.501
07.1 Residuos de vidrio;Total Nacional;11 Extremadura;2010;8.570
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2021;48.154
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2020;46.717
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2019;48.384
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2018;45.757
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2017;43.307
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2016;41.253
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2015;39.743
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2014;39.045
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2013;38.058
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2012;36.465
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2011;36.359
07.1 Residuos de vidrio;Total Nacional;12 Galicia;2010;39.096
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2021;122.021
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2020;115.804
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2019;114.543
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2018;104.923
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2017;89.184
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2016;81.820
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2015;78.430
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2014;78.005
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2013;78.640
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2012;80.620
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2011;82.662
07.1 Residuos de vidrio;Total Nacional;13 Comunidad de Madrid;2010;82.497
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2021;26.543
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2020;25.959
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2019;26.768
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2018;26.263
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2017;24.809
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2016;24.485
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2015;23.450
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2014;21.991
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2013;22.132
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2012;22.590
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2011;18.755
07.1 Residuos de vidrio;Total Nacional;14 Región de Murcia;2010;74.000
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2021;17.547
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2020;16.244
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2019;17.396
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2018;16.777
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2017;16.179
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2016;15.959
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2015;15.871
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2014;16.697
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2013;15.521
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2012;15.684
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2011;16.190
07.1 Residuos de vidrio;Total Nacional;15 Comunidad Foral Navarra;2010;16.168
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2021;62.365
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2020;58.452
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2019;63.400
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2018;61.700
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2017;59.903
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2016;59.178
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2015;58.948
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2014;56.119
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2013;54.402
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2012;54.038
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2011;54.202
07.1 Residuos de vidrio;Total Nacional;16 País Vasco;2010;54.075
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2021;8.609
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2020;8.403
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2019;9.153
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2018;8.923
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2017;8.570
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2016;8.784
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2015;7.532
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2014;6.737
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2013;5.929
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2012;5.868
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2011;5.939
07.1 Residuos de vidrio;Total Nacional;17 La Rioja;2010;6.496
07.2 Residuos de papel y cartón;Total Nacional;;2021;1.491.158
07.2 Residuos de papel y cartón;Total Nacional;;2020;1.340.017
07.2 Residuos de papel y cartón;Total Nacional;;2019;1.287.418
07.2 Residuos de papel y cartón;Total Nacional;;2018;1.067.384
07.2 Residuos de papel y cartón;Total Nacional;;2017;1.061.380
07.2 Residuos de papel y cartón;Total Nacional;;2016;1.021.166
07.2 Residuos de papel y cartón;Total Nacional;;2015;1.008.959
07.2 Residuos de papel y cartón;Total Nacional;;2014;976.896
07.2 Residuos de papel y cartón;Total Nacional;;2013;988.226
07.2 Residuos de papel y cartón;Total Nacional;;2012;1.085.574
07.2 Residuos de papel y cartón;Total Nacional;;2011;1.266.397
07.2 Residuos de papel y cartón;Total Nacional;;2010;1.467.365
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2021;124.183
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2020;125.021
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2019;121.130
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2018;117.131
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2017;102.877
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2016;101.816
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2015;100.815
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2014;95.866
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2013;100.864
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2012;111.678
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2011;118.200
07.2 Residuos de papel y cartón;Total Nacional;01 Andalucía;2010;136.017
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2021;29.288
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2020;48.255
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2019;28.507
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2018;28.910
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2017;26.725
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2016;25.012
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2015;22.445
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2014;22.514
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2013;26.566
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2012;25.516
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2011;31.964
07.2 Residuos de papel y cartón;Total Nacional;02 Aragón;2010;31.964
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2021;43.952
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2020;40.562
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2019;42.471
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2018;41.766
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2017;53.924
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2016;62.374
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2015;56.253
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2014;49.754
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2013;58.682
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2012;55.682
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2011;67.252
07.2 Residuos de papel y cartón;Total Nacional;03 Principado de Asturias;2010;93.158
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2021;46.179
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2020;36.748
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2019;49.047
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2018;54.341
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2017;45.630
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2016;43.425
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2015;40.223
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2014;39.564
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2013;38.238
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2012;38.865
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2011;25.162
07.2 Residuos de papel y cartón;Total Nacional;04 Illes Baleares;2010;24.606
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2021;20.323
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2020;92.799
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2019;48.375
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2018;40.485
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2017;31.954
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2016;33.094
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2015;31.543
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2014;30.659
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2013;30.624
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2012;33.507
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2011;34.043
07.2 Residuos de papel y cartón;Total Nacional;05 Canarias;2010;69.027
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2021;6.004
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2020;5.673
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2019;5.710
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2018;10.381
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2017;4.053
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2016;5.050
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2015;9.640
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2014;9.878
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2013;10.335
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2012;12.048
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2011;13.417
07.2 Residuos de papel y cartón;Total Nacional;06 Cantabria;2010;13.826
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2021;48.080
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2020;48.280
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2019;48.289
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2018;43.700
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2017;45.179
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2016;44.676
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2015;43.442
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2014;43.432
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2013;45.036
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2012;49.338
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2011;55.753
07.2 Residuos de papel y cartón;Total Nacional;07 Castilla y León;2010;56.725
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2021;29.141
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2020;23.625
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2019;30.088
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2018;28.067
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2017;31.374
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2016;26.665
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2015;24.356
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2014;26.218
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2013;26.351
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2012;28.472
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2011;30.697
07.2 Residuos de papel y cartón;Total Nacional;08 Castilla - La Mancha;2010;36.202
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2021;412.681
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2020;410.855
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2019;405.667
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2018;224.596
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2017;296.067
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2016;273.028
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2015;298.134
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2014;271.427
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2013;262.428
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2012;318.118
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2011;408.518
07.2 Residuos de papel y cartón;Total Nacional;09 Cataluña;2010;453.952
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2021;308.292
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2020;80.324
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2019;78.781
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2018;70.106
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2017;60.081
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2016;62.387
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2015;54.032
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2014;57.928
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2013;54.032
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2012;60.294
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2011;66.658
07.2 Residuos de papel y cartón;Total Nacional;10 Comunitat Valenciana;2010;75.158
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2021;24.192
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2020;29.125
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2019;31.622
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2018;36.522
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2017;31.576
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2016;34.629
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2015;40.151
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2014;39.097
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2013;34.437
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2012;32.580
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2011;16.286
07.2 Residuos de papel y cartón;Total Nacional;11 Extremadura;2010;32.753
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2021;40.022
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2020;40.933
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2019;41.067
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2018;37.457
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2017;33.262
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2016;34.402
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2015;32.591
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2014;31.674
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2013;31.619
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2012;34.556
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2011;38.163
07.2 Residuos de papel y cartón;Total Nacional;12 Galicia;2010;46.567
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2021;145.102
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2020;143.708
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2019;139.642
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2018;121.390
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2017;99.641
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2016;88.078
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2015;86.451
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2014;89.463
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2013;94.388
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2012;114.410
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2011;136.194
07.2 Residuos de papel y cartón;Total Nacional;13 Comunidad de Madrid;2010;160.181
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2021;33.851
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2020;26.307
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2019;23.740
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2018;20.879
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2017;18.764
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2016;17.864
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2015;13.814
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2014;12.864
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2013;7.474
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2012;8.430
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2011;18.849
07.2 Residuos de papel y cartón;Total Nacional;14 Región de Murcia;2010;22.561
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2021;27.886
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2020;27.109
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2019;26.266
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2018;27.931
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2017;26.211
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2016;26.684
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2015;26.057
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2014;22.981
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2013;24.427
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2012;24.427
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2011;25.905
07.2 Residuos de papel y cartón;Total Nacional;15 Comunidad Foral Navarra;2010;30.090
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2021;139.454
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2020;147.094
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2019;153.648
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2018;147.679
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2017;139.386
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2016;128.576
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2015;117.879
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2014;122.104
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2013;130.614
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2012;124.278
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2011;165.214
07.2 Residuos de papel y cartón;Total Nacional;16 País Vasco;2010;169.542
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2021;8.128
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2020;8.139
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2019;8.417
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2018;8.150
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2017;7.971
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2016;7.991
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2015;7.605
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2014;7.409
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2013;7.537
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2012;7.919
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2011;8.584
07.2 Residuos de papel y cartón;Total Nacional;17 La Rioja;2010;9.187
07.4 Residuos de plásticos;Total Nacional;;2021;20.871
07.4 Residuos de plásticos;Total Nacional;;2020;8.713
07.4 Residuos de plásticos;Total Nacional;;2019;29.421
07.4 Residuos de plásticos;Total Nacional;;2018;24.050
07.4 Residuos de plásticos;Total Nacional;;2017;24.571
07.4 Residuos de plásticos;Total Nacional;;2016;25.119
07.4 Residuos de plásticos;Total Nacional;;2015;39.453
07.4 Residuos de plásticos;Total Nacional;;2014;39.807
07.4 Residuos de plásticos;Total Nacional;;2013;21.577
07.4 Residuos de plásticos;Total Nacional;;2012;107.524
07.4 Residuos de plásticos;Total Nacional;;2011;104.681
