Tipo de residuo;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
08.41 Residuos de pilas y acumuladores;Total Nacional;08 Castilla - La Mancha;2010;234
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2021;420
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2020;416
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2019;282
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2018;374
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2017;393
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2016;257
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2015;857
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2014;712
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2013;367
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2012;335
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2011;137
08.41 Residuos de pilas y acumuladores;Total Nacional;09 Cataluña;2010;159
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2021;46
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2020;66
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2019;719
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2018;123
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2017;98
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2016;77
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2015;83
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2014;69
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2013;2.564
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2012;78
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2011;59
08.41 Residuos de pilas y acumuladores;Total Nacional;10 Comunitat Valenciana;2010;652
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2021;13
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2020;7
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2019;12
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2018;10
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2017;9
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2016;12
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2015;21
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2014;17
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2013;13
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2012;32
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2011;35
08.41 Residuos de pilas y acumuladores;Total Nacional;11 Extremadura;2010;42
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2021;108
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2020;107
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2019;35
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2018;38
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2017;72
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2016;324
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2015;79
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2014;66
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2013;297
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2012;86
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2011;73
08.41 Residuos de pilas y acumuladores;Total Nacional;12 Galicia;2010;90
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2021;285
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2020;128
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2019;127
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2018;104
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2017;147
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2016;148
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2015;164
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2014;137
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2013;153
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2012;320
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2011;287
08.41 Residuos de pilas y acumuladores;Total Nacional;13 Comunidad de Madrid;2010;293
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2021;102
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2020;99
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2019;47
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2018;40
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2017;61
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2016;95
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2015;730
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2014;606
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2013;108
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2012;120
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2011;133
08.41 Residuos de pilas y acumuladores;Total Nacional;14 Región de Murcia;2010;218
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2021;146
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2020;151
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2019;125
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2018;128
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2017;121
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2016;120
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2015;58
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2014;48
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2013;233
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2012;73
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2011;62
08.41 Residuos de pilas y acumuladores;Total Nacional;15 Comunidad Foral Navarra;2010;118
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2021;92
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2020;137
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2019;105
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2018;142
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2017;174
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2016;139
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2015;109
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2014;91
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2013;164
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2012;175
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2011;149
08.41 Residuos de pilas y acumuladores;Total Nacional;16 País Vasco;2010;157
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2021;25
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2020;23
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2019;9
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2018;16
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2017;16
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2016;11
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2015;15
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2014;13
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2013;2
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2012;5
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2011;0
08.41 Residuos de pilas y acumuladores;Total Nacional;17 La Rioja;2010;7
09. Residuos animales y vegetales;Total Nacional;;2021;1.433.950
09. Residuos animales y vegetales;Total Nacional;;2020;1.253.212
09. Residuos animales y vegetales;Total Nacional;;2019;1.168.659
09. Residuos animales y vegetales;Total Nacional;;2018;1.010.016
09. Residuos animales y vegetales;Total Nacional;;2017;876.822
09. Residuos animales y vegetales;Total Nacional;;2016;835.703
09. Residuos animales y vegetales;Total Nacional;;2015;789.919
09. Residuos animales y vegetales;Total Nacional;;2014;781.960
09. Residuos animales y vegetales;Total Nacional;;2013;844.081
09. Residuos animales y vegetales;Total Nacional;;2012;799.776
09. Residuos animales y vegetales;Total Nacional;;2011;930.511
09. Residuos animales y vegetales;Total Nacional;;2010;954.377
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2021;105.117
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2020;89.472
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2019;99.242
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2018;92.395
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2017;92.046
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2016;89.603
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2015;98.345
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2014;99.030
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2013;96.069
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2012;94.194
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2011;105.106
09. Residuos animales y vegetales;Total Nacional;01 Andalucía;2010;91.419
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2021;13.940
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2020;7.282
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2019;7.495
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2018;8.503
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2017;1.539
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2016;7.480
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2015;16.095
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2014;3.996
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2013;4.978
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2012;4.503
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2011;4.515
09. Residuos animales y vegetales;Total Nacional;02 Aragón;2010;4.952
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2021;33.067
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2020;29.972
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2019;25.198
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2018;4.879
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2017;18.226
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2016;13.728
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2015;7.284
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2014;7.365
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2013;7.895
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2012;6.287
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2011;18.626
09. Residuos animales y vegetales;Total Nacional;03 Principado de Asturias;2010;7.767
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2021;56.574
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2020;51.055
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2019;57.761
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2018;54.262
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2017;42.829
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2016;36.739
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2015;32.961
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2014;30.772
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2013;39.566
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2012;22.447
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2011;31.026
09. Residuos animales y vegetales;Total Nacional;04 Illes Baleares;2010;36.670
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2021;46.736
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2020;34.792
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2019;31.446
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2018;27.922
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2017;21.812
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2016;19.956
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2015;21.541
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2014;38.799
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2013;41.310
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2012;26.477
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2011;78.136
09. Residuos animales y vegetales;Total Nacional;05 Canarias;2010;13.089
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2021;249
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2020;914
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2019;2.211
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2018;4.400
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2017;3.035
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2016;3.079
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2015;4.034
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2014;1.418
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2013;9.301
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2012;3.040
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2011;7.170
09. Residuos animales y vegetales;Total Nacional;06 Cantabria;2010;14.755
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2021;5.985
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2020;17.132
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2019;4.877
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2018;6.472
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2017;4.204
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2016;5.235
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2015;4.808
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2014;6.197
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2013;6.993
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2012;6.701
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2011;4.296
09. Residuos animales y vegetales;Total Nacional;07 Castilla y León;2010;8.652
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2021;4.469
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2020;1.940
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2019;2.985
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2018;3.967
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2017;3.131
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2016;1.331
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2015;0
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2014;0
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2013;432
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2012;0
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2011;0
09. Residuos animales y vegetales;Total Nacional;08 Castilla - La Mancha;2010;0
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2021;506.736
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2020;506.491
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2019;500.742
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2018;472.450
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2017;465.230
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2016;449.152
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2015;430.929
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2014;421.902
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2013;428.508
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2012;413.249
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2011;462.395
09. Residuos animales y vegetales;Total Nacional;09 Cataluña;2010;480.290
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2021;152.852
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2020;129.776
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2019;85.170
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2018;74.512
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2017;64.083
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2016;35.000
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2015;39.696
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2014;41.173
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2013;52.175
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2012;70.675
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2011;70.792
09. Residuos animales y vegetales;Total Nacional;10 Comunitat Valenciana;2010;88.836
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2021;158
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2020;196
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2019;248
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2018;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2017;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2016;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2015;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2014;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2013;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2012;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2011;0
09. Residuos animales y vegetales;Total Nacional;11 Extremadura;2010;0
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2021;46.434
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2020;45.739
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2019;46.095
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2018;52.319
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2017;47.276
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2016;45.756
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2015;45.501
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2014;45.929
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2013;43.208
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2012;51.994
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2011;52.015
09. Residuos animales y vegetales;Total Nacional;12 Galicia;2010;55.537
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2021;337.580
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2020;263.164
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2019;228.635
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2018;95.845
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2017;54.526
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2016;59.119
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2015;25.557
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2014;51.197
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2013;62.314
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2012;49.629
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2011;51.192
09. Residuos animales y vegetales;Total Nacional;13 Comunidad de Madrid;2010;52.720
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2021;11.407
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2020;31
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2019;5.237
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2018;9.046
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2017;4.812
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2016;5.177
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2015;11.503
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2014;4.788
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2013;4.671
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2012;7.402
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2011;2.312
09. Residuos animales y vegetales;Total Nacional;14 Región de Murcia;2010;52.953
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2021;35.686
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2020;37.151
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2019;36.856
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2018;38.706
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2017;34.191
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2016;49.360
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2015;43.156
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2014;22.506
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2013;21.375
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2012;20.858
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2011;25.607
09. Residuos animales y vegetales;Total Nacional;15 Comunidad Foral Navarra;2010;27.200
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2021;76.269
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2020;37.720
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2019;33.865
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2018;64.337
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2017;19.882
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2016;14.988
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2015;8.509
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2014;6.888
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2013;25.286
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2012;22.319
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2011;17.323
09. Residuos animales y vegetales;Total Nacional;16 País Vasco;2010;16.071
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2021;691
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2020;353
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2019;557
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2018;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2017;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2016;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2015;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2014;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2013;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2012;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2011;0
09. Residuos animales y vegetales;Total Nacional;17 La Rioja;2010;0
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2021;889.116
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2020;887.731
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2019;827.965
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2018;743.556
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2017;660.932
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2016;611.790
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2015;592.353
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2014;565.736
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2013;559.258
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2012;641.266
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2011;653.976
10.21 Envases mixtos y embalajes mezclados;Total Nacional;;2010;640.286
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2021;114.008
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2020;113.000
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2019;103.371
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2018;94.281
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2017;85.646
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2016;81.932
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2015;80.176
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2014;76.354
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2013;77.415
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2012;131.749
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2011;136.141
10.21 Envases mixtos y embalajes mezclados;Total Nacional;01 Andalucía;2010;133.157
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2021;24.080
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2020;21.309
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2019;21.904
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2018;19.142
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2017;16.236
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2016;15.838
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2015;16.343
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2014;14.560
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2013;13.765
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2012;14.095
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2011;13.781
10.21 Envases mixtos y embalajes mezclados;Total Nacional;02 Aragón;2010;12.360
10.21 Envases mixtos y embalajes mezclados;Total Nacional;03 Principado de Asturias;2021;16.581
