Fecha;EUA;CER;SPREAD (EUA - CER)
24-03-2020;16.69;0.30;"16,39"
25-03-2020;17.45;0.30;"17,15"
26-03-2020;17.22;0.30;"16,92"
27-03-2020;16.26;0.30;"15,96"
30-03-2020;16.93;0.31;"16,62"
31-03-2020;17.55;0.31;"17,24"
01-04-2020;16.95;0.31;"16,64"
02-04-2020;17.95;0.31;"17,64"
03-04-2020;17.86;0.31;"17,55"
06-04-2020;20.30;0.31;"19,99"
07-04-2020;20.37;0.31;"20,06"
08-04-2020;21.04;0.31;"20,73"
09-04-2020;21.03;0.31;"20,72"
14-04-2020;19.72;0.32;"19,4"
15-04-2020;19.21;0.34;"18,87"
16-04-2020;20.85;0.34;"20,51"
17-04-2020;21.63;0.34;"21,29"
20-04-2020;21.29;0.35;"20,94"
21-04-2020;19.77;0.35;"19,42"
22-04-2020;20.57;0.35;"20,22"
23-04-2020;20.96;0.35;"20,61"
24-04-2020;20.66;0.34;"20,32"
27-04-2020;20.20;0.34;"19,86"
28-04-2020;20.13;0.34;"19,79"
29-04-2020;20.11;0.34;"19,77"
30-04-2020;19.38;0.32;"19,06"
01-05-2020;18.90;0.32;"18,58"
04-05-2020;19.27;0.31;"18,96"
05-05-2020;19.01;0.30;"18,71"
06-05-2020;18.92;0.31;"18,61"
07-05-2020;19.46;0.31;"19,15"
08-05-2020;19.27;0.32;"18,95"
11-05-2020;18.98;0.32;"18,66"
12-05-2020;18.44;0.31;"18,13"
13-05-2020;18.59;0.31;"18,28"
14-05-2020;18.76;0.30;"18,46"
15-05-2020;19.10;0.30;"18,8"
18-05-2020;20.26;0.30;"19,96"
19-05-2020;19.81;0.30;"19,51"
20-05-2020;21.18;0.30;"20,88"
21-05-2020;21.11;0.30;"20,81"
22-05-2020;21.32;0.30;"21,02"
25-05-2020;21.51;0.30;"21,21"
26-05-2020;21.52;0.30;"21,22"
27-05-2020;21.25;0.31;"20,94"
28-05-2020;21.18;0.31;"20,87"
29-05-2020;21.31;0.32;"20,99"
01-06-2020;20.89;0.32;"20,57"
02-06-2020;22.03;0.32;"21,71"
03-06-2020;22.04;0.32;"21,72"
04-06-2020;22.13;0.32;"21,81"
05-06-2020;23.13;0.32;"22,81"
08-06-2020;22.64;0.32;"22,32"
09-06-2020;22.41;0.31;"22,1"
10-06-2020;22.84;0.32;"22,52"
11-06-2020;22.20;0.31;"21,89"
12-06-2020;21.93;0.31;"21,62"
15-06-2020;22.10;0.31;"21,79"
16-06-2020;22.72;0.31;"22,41"
17-06-2020;22.65;0.31;"22,34"
18-06-2020;24.40;0.31;"24,09"
19-06-2020;24.09;0.31;"23,78"
22-06-2020;24.40;0.30;"24,1"
23-06-2020;25.34;0.30;"25,04"
24-06-2020;25.33;0.30;"25,03"
25-06-2020;25.11;0.31;"24,8"
26-06-2020;24.66;0.30;"24,36"
30-06-2020;26.90;0.30;"26,6"
01-07-2020;27.64;0.30;"27,34"
02-07-2020;27.30;0.30;27
03-07-2020;27.74;0.32;"27,42"
06-07-2020;29.58;0.31;"29,27"
07-07-2020;29.31;0.31;29
08-07-2020;29.20;0.31;"28,89"
09-07-2020;28.52;0.31;"28,21"
10-07-2020;28.90;0.31;"28,59"
13-07-2020;29.27;0.30;"28,97"
14-07-2020;29.58;0.30;"29,28"
15-07-2020;28.75;0.30;"28,45"
16-07-2020;26.71;0.30;"26,41"
17-07-2020;27.73;0.30;"27,43"
20-07-2020;26.10;0.30;"25,8"
21-07-2020;26.52;0.30;"26,22"
22-07-2020;26.55;0.30;"26,25"
23-07-2020;27.21;0.30;"26,91"
24-07-2020;26.29;0.30;"25,99"
27-07-2020;25.03;0.30;"24,73"
28-07-2020;25.65;0.30;"25,35"
29-07-2020;26.12;0.30;"25,82"
30-07-2020;25.47;0.30;"25,17"
31-07-2020;26.23;0.30;"25,93"
03-08-2020;25.56;0.30;"25,26"
04-08-2020;26.30;0.30;26
05-08-2020;26.60;0.30;"26,3"
06-08-2020;26.33;0.30;"26,03"
07-08-2020;26.36;0.30;"26,06"
10-08-2020;26.67;0.30;"26,37"
11-08-2020;26.13;0.29;"25,84"
12-08-2020;25.91;0.30;"25,61"
13-08-2020;25.48;0.29;"25,19"
14-08-2020;25.45;0.29;"25,16"
17-08-2020;26.20;0.29;"25,91"
18-08-2020;26.29;0.29;26
19-08-2020;26.20;0.29;"25,91"
20-08-2020;25.75;0.29;"25,46"
21-08-2020;25.62;0.29;"25,33"
24-08-2020;27.45;0.30;"27,15"
25-08-2020;28.47;0.30;"28,17"
26-08-2020;28.59;0.30;"28,29"
27-08-2020;28.34;0.29;"28,05"
28-08-2020;29.48;0.29;"29,19"
31-08-2020;28.68;0.29;"28,39"
01-09-2020;27.71;0.29;"27,42"
02-09-2020;28.20;0.30;"27,9"
03-09-2020;28.71;0.30;"28,41"
04-09-2020;28.20;0.30;"27,9"
07-09-2020;27.03;0.30;"26,73"
08-09-2020;26.80;0.31;"26,49"
09-09-2020;27.13;0.31;"26,82"
10-09-2020;28.40;0.31;"28,09"
11-09-2020;28.24;0.31;"27,93"
14-09-2020;30.41;0.31;"30,1"
15-09-2020;29.76;0.31;"29,45"
16-09-2020;29.96;0.31;"29,65"
17-09-2020;28.43;0.31;"28,12"
18-09-2020;27.98;0.31;"27,67"
21-09-2020;26.36;0.31;"26,05"
22-09-2020;27.83;0.30;"27,53"
23-09-2020;26.48;0.30;"26,18"
24-09-2020;26.77;0.30;"26,47"
25-09-2020;26.15;0.30;"25,85"
28-09-2020;27.68;0.30;"27,38"
29-09-2020;26.69;0.29;"26,4"
30-09-2020;26.91;0.29;"26,62"
01-10-2020;26.49;0.30;"26,19"
02-10-2020;27.01;0.30;"26,71"
05-10-2020;26.92;0.30;"26,62"
06-10-2020;26.76;0.29;"26,47"
07-10-2020;26.89;0.29;"26,6"
08-10-2020;26.09;0.29;"25,8"
09-10-2020;25.81;0.29;"25,52"
12-10-2020;25.83;0.29;"25,54"
13-10-2020;24.99;0.29;"24,7"
14-10-2020;25.72;0.29;"25,43"
15-10-2020;24.96;0.29;"24,67"
16-10-2020;24.91;0.29;"24,62"
19-10-2020;24.97;0.29;"24,68"
20-10-2020;24.41;0.29;"24,12"
21-10-2020;23.57;0.30;"23,27"
22-10-2020;24.18;0.31;"23,87"
23-10-2020;25.49;0.31;"25,18"
26-10-2020;23.94;0.30;"23,64"
27-10-2020;24.06;0.30;"23,76"
28-10-2020;23.03;0.30;"22,73"
29-10-2020;23.66;0.30;"23,36"
30-10-2020;23.70;0.30;"23,4"
02-11-2020;23.63;0.30;"23,33"
03-11-2020;24.38;0.29;"24,09"
04-11-2020;25.11;0.29;"24,82"
05-11-2020;25.97;0.29;"25,68"
06-11-2020;25.40;0.29;"25,11"
09-11-2020;26.54;0.30;"26,24"
10-11-2020;26.22;0.30;"25,92"
11-11-2020;26.12;0.29;"25,83"
12-11-2020;25.91;0.29;"25,62"
13-11-2020;26.27;0.29;"25,98"
16-11-2020;27.36;0.31;"27,05"
17-11-2020;26.63;0.30;"26,33"
18-11-2020;27.18;0.30;"26,88"
19-11-2020;26.35;0.30;"26,05"
20-11-2020;26.74;0.31;"26,43"
23-11-2020;27.25;0.30;"26,95"
24-11-2020;27.63;0.30;"27,33"
25-11-2020;27.62;0.30;"27,32"
26-11-2020;28.10;0.29;"27,81"
27-11-2020;28.13;0.29;"27,84"
30-11-2020;29.13;0.29;"28,84"
01-12-2020;28.85;0.29;"28,56"
02-12-2020;29.54;0.30;"29,24"
03-12-2020;29.00;0.31;"28,69"
04-12-2020;30.11;0.31;"29,8"
07-12-2020;29.62;0.30;"29,32"
08-12-2020;29.57;0.31;"29,26"
09-12-2020;29.70;0.31;"29,39"
10-12-2020;30.90;0.30;"30,6"
11-12-2020;30.48;0.31;"30,17"
14-12-2020;30.81;0.31;"30,5"
15-12-2020;31.99;0.31;"31,68"
16-12-2020;31.64;0.34;"31,3"
17-12-2020;31.83;0.35;"31,48"
18-12-2020;30.92;0.36;"30,56"
21-12-2020;30.48;0.35;"30,13"
22-12-2020;30.89;0.35;"30,54"
23-12-2020;31.45;0.35;"31,1"
24-12-2020;31.89;0.35;"31,54"
28-12-2020;33.20;0.38;"32,82"
29-12-2020;32.86;0.38;"32,48"
30-12-2020;32.02;0.38;"31,64"
31-12-2020;32.54;0.37;"32,17"
