Fecha;EUA;CER;SPREAD (EUA - CER)
03-07-2023;85.47;0.00;"85,47"
04-07-2023;85.45;0.00;"85,45"
05-07-2023;84.08;0.00;"84,08"
06-07-2023;84.25;0.00;"84,25"
07-07-2023;84.44;0.00;"84,44"
10-07-2023;84.60;0.00;"84,6"
11-07-2023;85.07;0.00;"85,07"
12-07-2023;84.16;0.00;"84,16"
13-07-2023;84.19;0.00;"84,19"
14-07-2023;84.39;0.00;"84,39"
17-07-2023;84.87;0.00;"84,87"
18-07-2023;85.73;0.00;"85,73"
19-07-2023;87.56;0.00;"87,56"
20-07-2023;88.87;0.00;"88,87"
21-07-2023;89.74;0.00;"89,74"
24-07-2023;89.45;0.00;"89,45"
25-07-2023;90.25;0.00;"90,25"
26-07-2023;89.19;0.00;"89,19"
27-07-2023;89.45;0.00;"89,45"
28-07-2023;87.12;0.00;"87,12"
31-07-2023;85.16;0.00;"85,16"
01-08-2023;83.65;0.00;"83,65"
02-08-2023;82.06;0.00;"82,06"
03-08-2023;83.40;0.00;"83,4"
04-08-2023;82.28;0.00;"82,28"
07-08-2023;81.34;0.00;"81,34"
08-08-2023;83.02;0.00;"83,02"
09-08-2023;82.65;0.00;"82,65"
10-08-2023;83.61;0.00;"83,61"
11-08-2023;85.44;0.00;"85,44"
14-08-2023;86.52;0.00;"86,52"
15-08-2023;85.82;0.00;"85,82"
16-08-2023;87.15;0.00;"87,15"
17-08-2023;87.52;0.00;"87,52"
18-08-2023;86.72;0.00;"86,72"
21-08-2023;86.59;0.00;"86,59"
22-08-2023;89.61;0.00;"89,61"
23-08-2023;86.78;0.00;"86,78"
24-08-2023;84.34;0.00;"84,34"
25-08-2023;84.21;0.00;"84,21"
28-08-2023;84.52;0.00;"84,52"
29-08-2023;83.68;0.00;"83,68"
30-08-2023;85.11;0.00;"85,11"
31-08-2023;84.67;0.00;"84,67"
01-09-2023;84.19;0.00;"84,19"
04-09-2023;83.12;0.00;"83,12"
05-09-2023;82.88;0.00;"82,88"
06-09-2023;82.65;0.00;"82,65"
07-09-2023;82.44;0.00;"82,44"
08-09-2023;80.79;0.00;"80,79"
11-09-2023;80.82;0.00;"80,82"
12-09-2023;80.42;0.00;"80,42"
13-09-2023;82.38;0.00;"82,38"
14-09-2023;82.14;0.00;"82,14"
15-09-2023;81.34;0.00;"81,34"
18-09-2023;80.12;0.00;"80,12"
19-09-2023;80.43;0.00;"80,43"
20-09-2023;81.88;0.00;"81,88"
21-09-2023;83.25;0.00;"83,25"
22-09-2023;84.53;0.00;"84,53"
25-09-2023;83.98;0.00;"83,98"
26-09-2023;82.03;0.00;"82,03"
27-09-2023;81.24;0.00;"81,24"
28-09-2023;83.26;0.00;"83,26"
29-09-2023;80.84;0.00;"80,84"
02-10-2023;80.09;0.00;"80,09"
03-10-2023;79.07;0.00;"79,07"
04-10-2023;80.96;0.00;"80,96"
05-10-2023;80.02;0.00;"80,02"
06-10-2023;79.98;0.00;"79,98"
09-10-2023;81.10;0.00;"81,1"
10-10-2023;84.13;0.00;"84,13"
11-10-2023;83.42;0.00;"83,42"
12-10-2023;84.53;0.00;"84,53"
13-10-2023;85.23;0.00;"85,23"
16-10-2023;82.69;0.00;"82,69"
17-10-2023;81.94;0.00;"81,94"
18-10-2023;81.29;0.00;"81,29"
19-10-2023;81.18;0.00;"81,18"
20-10-2023;80.85;0.00;"80,85"
23-10-2023;79.78;0.00;"79,78"
24-10-2023;80.05;0.00;"80,05"
25-10-2023;79.62;0.00;"79,62"
26-10-2023;79.17;0.00;"79,17"
27-10-2023;79.01;0.00;"79,01"
30-10-2023;78.65;0.00;"78,65"
31-10-2023;78.69;0.00;"78,69"
01-11-2023;78.18;0.00;"78,18"
02-11-2023;78.27;0.00;"78,27"
03-11-2023;77.14;0.00;"77,14"
06-11-2023;75.45;0.00;"75,45"
07-11-2023;75.03;0.00;"75,03"
08-11-2023;75.35;0.00;"75,35"
09-11-2023;77.02;0.00;"77,02"
10-11-2023;78.33;0.00;"78,33"
13-11-2023;77.10;0.00;"77,1"
14-11-2023;78.29;0.00;"78,29"
15-11-2023;79.35;0.00;"79,35"
16-11-2023;76.84;0.00;"76,84"
17-11-2023;76.48;0.00;"76,48"
20-11-2023;76.85;0.00;"76,85"
21-11-2023;75.68;0.00;"75,68"
22-11-2023;75.03;0.00;"75,03"
23-11-2023;76.35;0.00;"76,35"
24-11-2023;76.37;0.00;"76,37"
27-11-2023;73.45;0.00;"73,45"
28-11-2023;72.88;0.00;"72,88"
29-11-2023;70.98;0.00;"70,98"
30-11-2023;70.69;0.00;"70,69"
01-12-2023;72.38;0.00;"72,38"
04-12-2023;70.26;0.00;"70,26"
05-12-2023;68.95;0.00;"68,95"
06-12-2023;68.73;0.00;"68,73"
07-12-2023;69.58;0.00;"69,58"
08-12-2023;68.56;0.00;"68,56"
11-12-2023;67.35;0.00;"67,35"
12-12-2023;68.15;0.00;"68,15"
13-12-2023;68.85;0.00;"68,85"
14-12-2023;67.01;0.00;"67,01"
15-12-2023;67.18;0.00;"67,18"
18-12-2023;69.81;0.00;"69,81"
19-12-2023;68.87;0.00;"68,87"
20-12-2023;72.57;0.00;"72,57"
21-12-2023;74.82;0.00;"74,82"
22-12-2023;75.79;0.00;"75,79"
26-12-2023;76.34;0.00;"76,34"
27-12-2023;76.91;0.00;"76,91"
28-12-2023;77.13;0.00;"77,13"
29-12-2023;77.25;0.00;"77,25"
