Fecha;EUA;CER;SPREAD (EUA - CER)
17-06-2021;50.81;0.00;"50,81"
18-06-2021;51.80;0.00;"51,8"
21-06-2021;52.33;0.00;"52,33"
22-06-2021;53.31;0.00;"53,31"
23-06-2021;54.56;0.00;"54,56"
24-06-2021;54.98;0.00;"54,98"
25-06-2021;54.92;0.00;"54,92"
28-06-2021;55.40;0.00;"55,4"
29-06-2021;55.53;0.00;"55,53"
30-06-2021;56.25;0.00;"56,25"
01-07-2021;57.51;0.00;"57,51"
02-07-2021;57.24;0.00;"57,24"
05-07-2021;57.77;0.00;"57,77"
06-07-2021;53.92;0.00;"53,92"
07-07-2021;52.89;0.00;"52,89"
08-07-2021;52.26;0.00;"52,26"
09-07-2021;54.17;0.00;"54,17"
12-07-2021;51.62;0.00;"51,62"
13-07-2021;52.76;0.00;"52,76"
14-07-2021;52.30;0.00;"52,3"
15-07-2021;52.85;0.00;"52,85"
16-07-2021;52.79;0.00;"52,79"
19-07-2021;52.32;0.00;"52,32"
20-07-2021;51.13;0.00;"51,13"
21-07-2021;52.02;0.00;"52,02"
22-07-2021;50.72;0.00;"50,72"
23-07-2021;50.88;0.00;"50,88"
26-07-2021;53.12;0.00;"53,12"
27-07-2021;52.83;0.00;"52,83"
28-07-2021;53.76;0.00;"53,76"
29-07-2021;53.98;0.00;"53,98"
02-08-2021;54.36;0.00;"54,36"
03-08-2021;54.12;0.00;"54,12"
04-08-2021;55.39;0.00;"55,39"
05-08-2021;55.90;0.00;"55,9"
06-08-2021;56.49;0.00;"56,49"
09-08-2021;56.42;0.00;"56,42"
10-08-2021;57.10;0.00;"57,1"
11-08-2021;57.70;0.00;"57,7"
12-08-2021;56.00;0.00;56
13-08-2021;55.31;0.00;"55,31"
16-08-2021;57.98;0.00;"57,98"
17-08-2021;57.08;0.00;"57,08"
18-08-2021;56.89;0.00;"56,89"
19-08-2021;53.44;0.00;"53,44"
20-08-2021;54.32;0.00;"54,32"
23-08-2021;55.27;0.00;"55,27"
24-08-2021;56.53;0.00;"56,53"
25-08-2021;56.37;0.00;"56,37"
26-08-2021;56.81;0.00;"56,81"
27-08-2021;58.94;0.00;"58,94"
30-08-2021;60.59;0.00;"60,59"
31-08-2021;60.68;0.00;"60,68"
01-09-2021;60.05;0.00;"60,05"
02-09-2021;61.45;0.00;"61,45"
03-09-2021;61.23;0.00;"61,23"
06-09-2021;62.24;0.00;"62,24"
07-09-2021;61.93;0.00;"61,93"
08-09-2021;62.39;0.00;"62,39"
09-09-2021;62.69;0.00;"62,69"
10-09-2021;60.89;0.00;"60,89"
13-09-2021;61.01;0.00;"61,01"
14-09-2021;59.80;0.00;"59,8"
15-09-2021;59.58;0.00;"59,58"
16-09-2021;59.18;0.00;"59,18"
17-09-2021;59.43;0.00;"59,43"
20-09-2021;59.89;0.00;"59,89"
21-09-2021;59.65;0.00;"59,65"
22-09-2021;60.23;0.00;"60,23"
23-09-2021;59.77;0.00;"59,77"
24-09-2021;60.78;0.00;"60,78"
27-09-2021;64.31;0.00;"64,31"
28-09-2021;61.86;0.00;"61,86"
29-09-2021;62.58;0.00;"62,58"
30-09-2021;61.60;0.00;"61,6"
01-10-2021;61.96;0.00;"61,96"
04-10-2021;63.32;0.00;"63,32"
05-10-2021;64.22;0.00;"64,22"
06-10-2021;60.23;0.00;"60,23"
07-10-2021;60.30;0.00;"60,3"
08-10-2021;58.13;0.00;"58,13"
11-10-2021;59.10;0.00;"59,1"
12-10-2021;58.90;0.00;"58,9"
13-10-2021;59.16;0.00;"59,16"
14-10-2021;60.74;0.00;"60,74"
15-10-2021;58.37;0.00;"58,37"
18-10-2021;58.54;0.00;"58,54"
19-10-2021;55.20;0.00;"55,2"
20-10-2021;57.76;0.00;"57,76"
21-10-2021;57.95;0.00;"57,95"
22-10-2021;58.24;0.00;"58,24"
25-10-2021;58.96;0.00;"58,96"
26-10-2021;59.78;0.00;"59,78"
27-10-2021;59.88;0.00;"59,88"
28-10-2021;58.56;0.00;"58,56"
29-10-2021;58.69;0.00;"58,69"
01-11-2021;56.98;0.00;"56,98"
02-11-2021;59.49;0.00;"59,49"
03-11-2021;59.89;0.00;"59,89"
04-11-2021;59.86;0.00;"59,86"
05-11-2021;59.39;0.00;"59,39"
08-11-2021;60.62;0.00;"60,62"
09-11-2021;60.41;0.00;"60,41"
10-11-2021;63.10;0.00;"63,1"
11-11-2021;63.70;0.00;"63,7"
12-11-2021;63.27;0.00;"63,27"
15-11-2021;65.92;0.00;"65,92"
16-11-2021;67.54;0.00;"67,54"
17-11-2021;67.15;0.00;"67,15"
18-11-2021;69.09;0.00;"69,09"
19-11-2021;69.34;0.00;"69,34"
22-11-2021;69.68;0.00;"69,68"
23-11-2021;69.19;0.00;"69,19"
24-11-2021;72.89;0.00;"72,89"
25-11-2021;74.48;0.00;"74,48"
26-11-2021;71.42;0.00;"71,42"
29-11-2021;74.18;0.00;"74,18"
30-11-2021;75.32;0.00;"75,32"
01-12-2021;76.78;0.00;"76,78"
02-12-2021;79.48;0.00;"79,48"
03-12-2021;78.23;0.00;"78,23"
06-12-2021;81.43;0.00;"81,43"
07-12-2021;84.71;0.00;"84,71"
08-12-2021;88.87;0.00;"88,87"
09-12-2021;80.20;0.00;"80,2"
10-12-2021;83.73;0.00;"83,73"
13-12-2021;82.12;0.00;"82,12"
14-12-2021;79.48;0.00;"79,48"
15-12-2021;80.50;0.00;"80,5"
16-12-2021;84.78;0.00;"84,78"
17-12-2021;76.35;0.00;"76,35"
20-12-2021;79.38;0.00;"79,38"
21-12-2021;78.85;0.00;"78,85"
22-12-2021;76.16;0.00;"76,16"
23-12-2021;73.78;0.00;"73,78"
24-12-2021;75.21;0.00;"75,21"
27-12-2021;76.37;0.00;"76,37"
28-12-2021;78.38;0.00;"78,38"
29-12-2021;79.35;0.00;"79,35"
30-12-2021;79.47;0.00;"79,47"
31-12-2021;79.96;0.00;"79,96"
